,administrative_area_level_1,country,administrative_area_level_2
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Massachusetts,United States,Middlesex County
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Pomeranian Voivodeship,Poland,Kartuzy County
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Provence-Alpes-Côte d'Azur,France,Vaucluse
0,Provence-Alpes-Côte d'Azur,France,Vaucluse
0,Corsica,France,Haute-Corse
0,Corsica,France,Haute-Corse
0,Corsica,France,Corse-du-Sud
0,Bourgogne-Franche-Comté,France,Nièvre
0,Nouvelle-Aquitaine,France,Pyrénées-Atlantiques
0,Nouvelle-Aquitaine,France,Pyrénées-Atlantiques
0,Occitanie,France,Ariege
0,Occitanie,France,Ariege
0,Occitanie,France,Hautes-Pyrénées
0,Occitanie,France,Ariege
0,Occitanie,France,Haute-Garonne
0,Occitanie,France,Ariege
0,Occitanie,France,Hautes-Pyrénées
0,Occitanie,France,Pyrénées-Orientales
0,Occitanie,France,Pyrénées-Orientales
0,Occitanie,France,Ariege
0,Occitanie,France,Pyrénées-Orientales
0,Occitanie,France,Pyrénées-Orientales
0,Occitanie,France,Hautes-Pyrénées
0,Occitanie,France,Ariege
0,Nouvelle-Aquitaine,France,Pyrénées-Atlantiques
0,Occitanie,France,Ariege
0,Occitanie,France,Haute-Garonne
0,Occitanie,France,Pyrénées-Orientales
0,Occitanie,France,Ariege
0,Occitanie,France,Hautes-Pyrénées
0,Occitanie,France,Ariege
0,Occitanie,France,Hautes-Pyrénées
0,Occitanie,France,Haute-Garonne
0,Occitanie,France,Hautes-Pyrénées
0,Occitanie,France,Pyrénées-Orientales
0,Occitanie,France,Pyrénées-Orientales
0,Occitanie,France,Hautes-Pyrénées
0,Nouvelle-Aquitaine,France,Pyrénées-Atlantiques
0,Occitanie,France,Hautes-Pyrénées
0,Occitanie,France,Hautes-Pyrénées
0,Grand Est,France,Haut-Rhin
0,Grand Est,France,Vosges
0,Grand Est,France,Vosges
0,Grand Est,France,Haut-Rhin
0,Pennsylvania,United States,Monroe County
0,Grand Est,France,Vosges
0,Grand Est,France,Bas-Rhin
0,Grand Est,France,Haut-Rhin
0,Grand Est,France,Vosges
0,Grand Est,France,Vosges
0,Grand Est,France,Vosges
0,Bourgogne-Franche-Comté,France,Haute-Saône
0,Grand Est,France,Vosges
0,Grand Est,France,Haut-Rhin
0,Grand Est,France,Bas-Rhin
0,Grand Est,France,Haut-Rhin
0,Grand Est,France,Haut-Rhin
0,Grand Est,France,Vosges
0,Grand Est,France,Haut-Rhin
0,Grand Est,France,Haut-Rhin
0,Grand Est,France,Vosges
0,Grand Est,France,Vosges
0,Grand Est,France,Vosges
0,Grand Est,France,Haut-Rhin
0,Grand Est,France,Vosges
0,Grand Est,France,Haut-Rhin
0,Grand Est,France,Vosges
0,Grand Est,France,Bas-Rhin
0,Grand Est,France,Vosges
0,Bourgogne-Franche-Comté,France,Jura
0,Bourgogne-Franche-Comté,France,Jura
0,Bourgogne-Franche-Comté,France,Doubs
0,Bourgogne-Franche-Comté,France,Doubs
0,Bourgogne-Franche-Comté,France,Doubs
0,Bourgogne-Franche-Comté,France,Jura
0,Bourgogne-Franche-Comté,France,Doubs
0,Bourgogne-Franche-Comté,France,Jura
0,Bourgogne-Franche-Comté,France,Jura
0,Bourgogne-Franche-Comté,France,Doubs
0,Bourgogne-Franche-Comté,France,Doubs
0,Auvergne-Rhône-Alpes,France,Allier
0,Bourgogne-Franche-Comté,France,Jura
0,Bourgogne-Franche-Comté,France,Jura
0,Bourgogne-Franche-Comté,France,Doubs
0,Bourgogne-Franche-Comté,France,Doubs
0,Bourgogne-Franche-Comté,France,Doubs
0,Bourgogne-Franche-Comté,France,Jura
0,Bourgogne-Franche-Comté,France,Jura
0,Bourgogne-Franche-Comté,France,Jura
0,Bourgogne-Franche-Comté,France,Doubs
0,Bourgogne-Franche-Comté,France,Doubs
0,Bourgogne-Franche-Comté,France,Jura
0,Auvergne-Rhône-Alpes,France,Ain
0,Bourgogne-Franche-Comté,France,Jura
0,Bourgogne-Franche-Comté,France,Doubs
0,Bourgogne-Franche-Comté,France,Jura
0,Bourgogne-Franche-Comté,France,Jura
0,Occitanie,France,Aveyron
0,Auvergne-Rhône-Alpes,France,Loire
0,Auvergne-Rhône-Alpes,France,Puy-de-Dome
0,Auvergne-Rhône-Alpes,France,Puy-de-Dome
0,Auvergne-Rhône-Alpes,France,Cantal
0,Auvergne-Rhône-Alpes,France,Puy-de-Dome
0,Auvergne-Rhône-Alpes,France,Loire
0,Auvergne-Rhône-Alpes,France,Ardèche
0,Papua,Indonesia,Mimika Regency
0,Occitanie,France,Aveyron
0,Occitanie,France,Lozère
0,Occitanie,France,Lozère
0,Auvergne-Rhône-Alpes,France,Haute-Loire
0,Occitanie,France,Lozère
0,Occitanie,France,Lozère
0,Auvergne-Rhône-Alpes,France,Puy-de-Dome
0,Occitanie,France,Lozère
0,Auvergne-Rhône-Alpes,France,Haute-Loire
0,Occitanie,France,Lozère
0,Auvergne-Rhône-Alpes,France,Puy-de-Dome
0,Auvergne-Rhône-Alpes,France,Puy-de-Dome
0,Auvergne-Rhône-Alpes,France,Cantal
0,Auvergne-Rhône-Alpes,France,Puy-de-Dome
0,Auvergne-Rhône-Alpes,France,Cantal
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Baden-Württemberg,Germany,Freiburg
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Upper Bavaria
0,Hessen,Germany,Kassel
0,North Rhine-Westphalia,Germany,Arnsberg
0,Valais,Switzerland,Visp District
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Valais,Switzerland,Martigny District
0,Valais,Switzerland,Brig District
0,Valais,Switzerland,Sierre District
0,Valais,Switzerland,Sierre District
0,Valais,Switzerland,Visp District
0,Vaud,Switzerland,Aigle District
0,Vaud,Switzerland,Aigle District
0,Valais,Switzerland,Leuk District
0,Valais,Switzerland,Raron District
0,Valais,Switzerland,Hérens District
0,Neuchâtel,Switzerland,
0,Canton of Bern,Switzerland,Obersimmental-Saanen District
0,Canton of Bern,Switzerland,Interlaken-Oberhasli District
0,Canton of Bern,Switzerland,Frutigen-Niedersimmental
0,Canton of Bern,Switzerland,Interlaken-Oberhasli District
0,Schwyz,Switzerland,Schwyz District
0,Obwalden,Switzerland,Obwalden
0,Canton of Lucerne,Switzerland,Entlebuch District
0,Schwyz,Switzerland,Schwyz District
0,Grisons,Switzerland,Prättigau/Davos District
0,Grisons,Switzerland,Plessur District
0,Grisons,Switzerland,Maloja District
0,Grisons,Switzerland,Surselva District
0,Grisons,Switzerland,Surselva District
0,Grisons,Switzerland,Albula District
0,Grisons,Switzerland,Engiadina Bassa/Val Müstair District
0,Grisons,Switzerland,Surselva District
0,Grisons,Switzerland,Surselva District
0,St. Gallen,Switzerland,Sarganserland District
0,St. Gallen,Switzerland,Toggenburg District
0,St. Gallen,Switzerland,Sarganserland District
0,Glarus,Switzerland,Glarus
0,Washington,United States,Clallam County
0,Montana,United States,Madison County
0,Montana,United States,Gallatin County
0,California,United States,El Dorado County
0,California,United States,Los Angeles County
0,California,United States,San Bernardino County
0,Colorado,United States,Pitkin County
0,Colorado,United States,Clear Creek County
0,Colorado,United States,La Plata County
0,Tyrol,Austria,Landeck District
0,Vaud,Switzerland,Jura-Nord vaudois District
0,Wyoming,United States,Lincoln County
0,England,United Kingdom,County Durham
0,England,United Kingdom,County Durham
0,England,United Kingdom,County Durham
0,England,United Kingdom,Cumbria
0,England,United Kingdom,County Durham
0,England,United Kingdom,Cumbria
0,Quebec,Canada,Outaouais
0,Quebec,Canada,Laurentides
0,Scotland,United Kingdom,Highland Council
0,Scotland,United Kingdom,Highland Council
0,Scotland,United Kingdom,Aberdeenshire
0,Scotland,United Kingdom,Moray
0,Scotland,United Kingdom,Highland Council
0,Massachusetts,United States,Middlesex County
0,Scotland,United Kingdom,Midlothian
0,,Serbia,Rasina
0,,Serbia,Zlatibor District
0,,Serbia,Zlatibor District
0,,Serbia,Pirot District
0,,Serbia,Zlatibor District
0,Quebec,Canada,Saguenay--Lac-Saint-Jean
0,Quebec,Canada,Saguenay--Lac-Saint-Jean
0,Quebec,Canada,Saguenay--Lac-Saint-Jean
0,Quebec,Canada,Saguenay--Lac-Saint-Jean
0,Quebec,Canada,Saguenay--Lac-Saint-Jean
0,Quebec,Canada,Capitale-Nationale
0,Quebec,Canada,Lanaudière
0,Bavaria,Germany,Lower Bavaria
0,Newfoundland and Labrador,Canada,
0,Nova Scotia,Canada,Antigonish County
0,Manitoba,Canada,Springfield
0,Yukon,Canada,
0,Yukon,Canada,
0,New Hampshire,United States,Grafton County
0,New Hampshire,United States,Grafton County
0,Auvergne-Rhône-Alpes,France,Savoie
0,Auvergne-Rhône-Alpes,France,Savoie
0,Vermont,United States,Windsor County
0,Valparaíso,Chile,Los Andes Province
0,Manawatu-Wanganui,New Zealand,Ruapehu District Council
0,Manawatu-Wanganui,New Zealand,Ruapehu District Council
0,Waikato,New Zealand,Taupo District
0,Taranaki,New Zealand,Stratford District
0,Marlborough,New Zealand,Marlborough District
0,Marlborough,New Zealand,Marlborough District
0,Canterbury,New Zealand,Hurunui District Council
0,Canterbury,New Zealand,Selwyn District
0,Canterbury,New Zealand,Selwyn District
0,Canterbury,New Zealand,Selwyn District
0,Canterbury,New Zealand,Selwyn District
0,Canterbury,New Zealand,Selwyn District
0,Canterbury,New Zealand,Ashburton District
0,Canterbury,New Zealand,Mackenzie District
0,Canterbury,New Zealand,Mackenzie District
0,Canterbury,New Zealand,Mackenzie District
0,Otago,New Zealand,Queenstown-Lakes District
0,Otago,New Zealand,Queenstown-Lakes District
0,Otago,New Zealand,Queenstown-Lakes District
0,Otago,New Zealand,Queenstown-Lakes District
0,Otago,New Zealand,Queenstown-Lakes District
0,Uttarakhand,India,Garhwal Division
0,Alborz Province,Iran,Shemiranat
0,Eastern Cape,South Africa,Joe Gqabi District Municipality
0,New South Wales,Australia,Snowy Monaro Regional Council
0,Neuquen,Argentina,Ñorquín Department
0,Neuquen,Argentina,Los Lagos Department
0,Río Negro,Argentina,Bariloche Department
0,Tierra del Fuego Province,Argentina,Ushuaia Department
0,Neuquen,Argentina,Lácar Department
0,Tierra del Fuego Province,Argentina,Ushuaia Department
0,Chubut Province,Argentina,Cushamen Department
0,Mendoza Province,Argentina,Malargüe Department
0,Mendoza Province,Argentina,Las Heras Department
0,Río Negro,Argentina,Bariloche Department
0,Santa Cruz Province,Argentina,Güer Aike Department
0,Mendoza Province,Argentina,Las Heras Department
0,Tierra del Fuego Province,Argentina,Ushuaia Department
0,La Paz Department,Bolivia,Pedro Domingo Murillo Province
0,State of São Paulo,Brazil,São Roque
0,State of Rio Grande do Sul,Brazil,Gramado
0,O'Higgins,Chile,Cachapoal
0,Santiago Metropolitan Region,Chile,Santiago Province
0,Santiago Metropolitan Region,Chile,Cordillera Province
0,Santiago Metropolitan Region,Chile,Santiago Province
0,Santiago Metropolitan Region,Chile,Santiago Province
0,Los Lagos,Chile,Osorno Province
0,Bio Bio,Chile,Bío Bío Province
0,Magallanes and Chilean Antarctica,Chile,Magallanes Province
0,Ñuble,Chile,Diguillín Province
0,Araucania,Chile,Cautín Province
0,Araucania,Chile,Malleco Province
0,Aysén,Chile,Coyhaique Province
0,Araucania,Chile,Malleco Province
0,Araucania,Chile,Cautín Province
0,Los Ríos,Chile,Valdivia Province
0,Los Lagos,Chile,Llanquihue Province
0,Mérida,Venezuela,Libertador
0,Victoria,Australia,Falls Creek Alpine Resort (Unincorporated)
0,Victoria,Australia,Lake Mountain Alpine Resort (Unincorporated)
0,Victoria,Australia,Mount Baw Baw Alpine Resort (Unincorporated)
0,Victoria,Australia,Alpine Shire
0,Victoria,Australia,Mount Buller Alpine Resort (Unincorporated)
0,Victoria,Australia,Mount Hotham Alpine Resort (Unincorporated)
0,Victoria,Australia,Mount Stirling Alpine Resort (Unincorporated)
0,New South Wales,Australia,Snowy Monaro Regional Council
0,New South Wales,Australia,Snowy Monaro Regional Council
0,New South Wales,Australia,Snowy Valleys Council
0,Tasmania,Australia,Northern Midlands Council
0,Tasmania,Australia,Derwent Valley Council
0,Heilongjiang,China,
0,Jilin,China,
0,Jilin,China,
0,Beijing,China,
0,Hebei,China,
0,Sichuan,China,
0,Yunnan,China,
0,Kotayk Province,Armenia,
0,Samtskhe-Javakheti,Georgia,
0,Mtskheta-Mtianeti,Georgia,
0,Tehran Province,Iran,Shemiranat
0,Tehran Province,Iran,Shemiranat
0,Tehran Province,Iran,
0,Tehran Province,Iran,Shemiranat
0,Alborz Province,Iran,
0,West Azerbaijan Province,Iran,Urmia
0,East Azerbaijan Province,Iran,Bostan Abad
0,Kohgiluyeh and Boyer-Ahmad Province,Iran,
0,Hamadan Province,Iran,
0,Ardabil Province,Iran,
0,Fars Province,Iran,Sepidan
0,Chaharmahal and Bakhtiari Province,Iran,
0,Almaty Province,Kazakhstan,Talgar District
0,Gangwon-do,South Korea,
0,Gyeonggi-do,South Korea,
0,Gangwon-do,South Korea,
0,Gangwon-do,South Korea,
0,Gangwon-do,South Korea,
0,Gyeonggi-do,South Korea,
0,Jeollabuk-do,South Korea,
0,Gangwon-do,South Korea,
0,Chungcheongbuk-do,South Korea,
0,Gangwon-do,South Korea,
0,Mount Lebanon Governorate,Lebanon,Kesrouane
0,North Governorate,Lebanon,Bcharre
0,Mount Lebanon Governorate,Lebanon,Jbeil
0,Mount Lebanon Governorate,Lebanon,Kesrouane
0,Mount Lebanon Governorate,Lebanon,Matn
0,Mount Lebanon Governorate,Lebanon,Matn
0,Khyber Pakhtunkhwa,Pakistan,Swat
0,Dubai,United Arab Emirates,
0,Hokkaido,Japan,Esashi District
0,Hokkaido,Japan,Esashi District
0,Hokkaido,Japan,Tokoro District
0,Hokkaido,Japan,Soya District
0,Hokkaido,Japan,Esashi District
0,Hokkaido,Japan,Teshio District
0,Hokkaido,Japan,
0,Hokkaido,Japan,Yufutsu District
0,Hokkaido,Japan,
0,Hokkaido,Japan,Kamikawa District
0,Hokkaido,Japan,
0,Hokkaido,Japan,Nakagawa District
0,Hokkaido,Japan,Kamikawa District
0,Hokkaido,Japan,Kamikawa District
0,Hokkaido,Japan,
0,Hokkaido,Japan,Sorachi District
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,Kamikawa District
0,Hokkaido,Japan,Sorachi District
0,Hokkaido,Japan,Sorachi District
0,Hokkaido,Japan,
0,Hokkaido,Japan,Abashiri District
0,Hokkaido,Japan,Kamikawa District
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,Kamikawa District
0,Hokkaido,Japan,Kamikawa District
0,Hokkaido,Japan,Kamikawa District
0,Hokkaido,Japan,Teshio District
0,Hokkaido,Japan,Mashike District
0,Hokkaido,Japan,Rumoi District
0,Hokkaido,Japan,Teshio District
0,Hokkaido,Japan,
0,Hokkaido,Japan,Mombetsu District
0,Hokkaido,Japan,Mombetsu District
0,Hokkaido,Japan,
0,Hokkaido,Japan,Shari District
0,Hokkaido,Japan,
0,Hokkaido,Japan,Tokoro District
0,Hokkaido,Japan,Mombetsu District
0,Hokkaido,Japan,
0,Hokkaido,Japan,Mombetsu District
0,Hokkaido,Japan,Shibetsu District
0,Hokkaido,Japan,Menashi District
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,Kawakami District
0,Hokkaido,Japan,Nakagawa District
0,Hokkaido,Japan,Kasai District
0,Hokkaido,Japan,Kamikawa District
0,Hokkaido,Japan,Kato District
0,Hokkaido,Japan,Kamikawa District
0,Hokkaido,Japan,Kamikawa District
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,Uryu District
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,Yubari District
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,Yubari District
0,Hokkaido,Japan,Uryu District
0,Hokkaido,Japan,Kabato District
0,Hokkaido,Japan,Saru District
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,Ishikari District
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,
0,Hokkaido,Japan,Yoichi District
0,Hokkaido,Japan,Abuta District
